,Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Latitude,Longitude
381,THE BITE,"Italian-American,Fast Food,Snacks",,250,Sadar,Sadar,PLOT NO 1266/D/12 RATAN NAGAR NEAR MANKAPUR NAGPUR ZONE NO 10 MANGALWARI NAGPUR URBAN NAGPUR MAHARASHTRA,False,21.1729661,79.0795534
382,4ks cafe,"Chinese,Snacks,Beverages",,150,Sadar,Sadar,"BEHIND CULCUTTA ROLL KATOL ROAD  SADAR CHHAONI NAGPUR, Zone no.10- Mangalwari, Nagpur urban, Nagpur-1,  Maharashtra - 440001",False,21.1729661,79.0795534
383,Whatthefruit,"Juices,Salads",,250,Dharampeth,Dharampeth,"Dharampeth, Nagpur, Maharashtra 440010, India",True,21.1409684,79.0624344
384,ROADIES FOOD,North Indian,,300,Sadar,Jaripatka,"231, MECOSABAGH SINDHI COLONY, JARIPATKA ROAD, BEZONBAGH, NAGPUR, Zone no.9-Asinagar, Nagpur (Urban), Nagpur, Maharashtra - 440001",False,21.1886888,79.0918769
385,Express By Abs,"Biryani,North Indian,Chinese,South Indian,Kebabs,Pan-Asian",3.4,400,Gokulpeth,Dharampeth,"NO. 15, SURVEY NO. 962, STREET, 24, W High Ct Rd, Dharampeth, Nagpur, Maharashtra 440010",False,21.1409684,79.0624344
386,Mirchi Masala Saoji,"Maharashtrian,North Indian,Chinese,Biryani,Seafood,Tandoor",3.4,200,Ramdaspeth,Bajaj Nagar,"C/o Sujal Saoji, 201, Central Bazar Road, Bajaj Nagar, Nagpur",False,21.1275893,79.0615901
387,THAKUR TADKA,South Indian,,150,Dharampeth,Dharampeth,PLOT NO. 1 INDRADHANUSH SADNIKA AMBAZARI LAY OUT NAGPUR ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440010,False,21.1409684,79.0624344
388,SPICY FOOD PLAZA,"Chinese,Indian",,300,Dharampeth,Dharampeth,"NEAR HP PETRAOL PUMP BORVEL  FRIENDS COLONY KATOL ROAD NAGPUR,  Zone no.2 -Dharampeth, Nagpur (Urban),  Nagpur, Maharashtra - 440013",False,21.1409684,79.0624344
389,The Food Smugglers,"North Indian,Indian,Chinese,Biryani,Mughlai,Desserts,Punjabi",3.2,200,Ramdaspeth,"Kachipura Chowk, Smuggler","Central Bazar Road, Kachipura Chowk, Nagpur",False,,
390,SHAGUN FOOD COUNTER,Indian,,300,Gandhibagh,Gandhibagh,"C/O GULABRAO BOKADE, BOKADE BUILDING 3RD FLOOR, NEAR SAIFY KIRANA, NEAR BABA BHOLA SHAH DARGHA MASKASATH ROAD, BANGALI PANJA, NAGPUR, ZONE NO. 6, GANDHIBAGH, NAGPUR (URBAN), NAGPUR, MAHARASHTRA- 44000",True,21.1543273,79.1058527
391,Rotika. In,North Indian,,100,Dharampeth,Dharampeth,"Shivaji Nagar Main Rd, Shivaji Nagar, Nagpur, Maharashtra 440010, India",True,21.1409684,79.0624344
392,Sardar Ji Ki Rasoi,"North Indian,Biryani,Chinese",3.9,300,Ramdaspeth,Ramdaspeth,"Central Bazaar Road, Shankar Nagar, Ramdaspeth, Nagpur",False,21.1365853,79.0749872
393,MS CHAAP CORNER,"Barbecue,Indian,Snacks,North Indian",4.3,250,Nandanvan,Nandanvan,"MS CHAAP CORNER, New Nandanvan Layout, Nandanvan, Nagpur, Maharashtra, India",True,21.1375622,79.1226825
394,Dosa Plaza,"South Indian,North Indian,Beverages,Snacks,Chinese,Street Food",3.6,200,Ravi nagar,Dharampeth,"UNIT NO. 1&2, THAKUR APARTMENT, AMRAVATI ROAD, NAGPUR, District - Nagpur-1, STATE - Maharashtra,440010",True,21.1409684,79.0624344
395,NIC Natural Ice Creams,"Ice Cream,Desserts",4.5,120,Nagpur,Achraj Towers Katol Road,"Shop No. G-301, Achraj Towers Katol Road, Chindwada Rd, Sadar, Nagpur, Maharashtra 440013",True,,
396,Biryani Bazar By Kilo,"Biryani,North Indian,Kebabs,Indian",4.4,200,Dharampeth,Dharampeth,"Flat no 102, Satyam Apartment Canal road, Gokulpeth, Nagpur, Nagpur urban, Nagpur-1 (Maharashtra)",False,21.1409684,79.0624344
397,DAIRY DON SUPREME SANDWICH & PIZZA,Pizzas,,200,Dharampeth,Dharampeth,"LG-9, DAIRY DON, MADHU MADHAV TOWER, LAXMI BHAVAN SQURE, DHARAMPETH, NAGPUR	440010",False,21.1409684,79.0624344
398,Open House,"Indian,Chinese",3.9,400,Bajaj Nagar,Bajaj Nagar,"63, Bajaj Nagar, Nagpur",True,21.1275893,79.0615901
399,Khandeshi Tadka,Maharashtrian,3.6,200,Gokulpeth,Dharampeth,"PLOT NO. 137, NEAR WALMIKI NAGAR, SHANKAR NAGAR NAGPUR",True,21.1409684,79.0624344
400,LAZEEZ BIRYANI HOUSE,"Biryani,North Indian",,200,Ayodhya Nagar,Ayodhya Nagar,PLOT NO 2/A NEAR EYE TO EYE TAJ NAGAR MANEWADA ROAD NAGPUR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,False,21.1205917,79.11011712375097
401,Maharashtrian Aaswad,"Indian,Maharashtrian,Snacks,North Indian,Desserts,Beverages",3.1,200,Gokulpeth,Dharampeth,"Plot No. 137, Near Walmiki Nagar, Shankar Nagar Nagpur",True,21.1409684,79.0624344
402,Venom's Tomando Cafe,"Fast Food,Pizzas,Beverages",3.9,300,Nandanvan,Nandanvan,"Old Bagdganj, Gangabai Ghat Road, Nagpur -440008",False,21.1375622,79.1226825
403,Asian Bistro Restaurant,"Indian,Chinese,Italian,Tandoor,Continental,Pizzas,Snacks",,250,Bajaj Nagar,Bajaj Nagar,"PL.NO.69, ST-01 and ST-05, DHARNIDHAR PALACE, W.H.C. ROAD, BAJAJ NAGAR, NAGPUR 440010",False,21.1275893,79.0615901
404,Bouffage Cafe & Bistro,Indian,3.9,500,Shankar Nagar Square,Dharampeth,"Wockhart HospitL Lane, Near L.A.D College, Shankar Nagar , Dharampeth, Nagpur",False,21.1409684,79.0624344
405,Pappe-Da Restaurant,North Indian,4.2,400,Nandanvan,Gandhibagh,"Opposite Tulsi Building, Lakadganj, Nagpur,Nandanvan,Nagpur",False,21.1543273,79.1058527
406,SAI FOOD,South Indian,,150,Nandanvan,Nandanvan,"NEAR AJMERA TYRES, GANGABAI GHAT ROAD JUNI MANGALWARI, NAGPUR URBAN NAGPUR - 1 MAHARASHTRA - 440008",True,21.1375622,79.1226825
407,Bombay Kulfi,"Ice Cream,Desserts,Beverages",4.3,150,Dharampeth,Dharampeth,"285, Buty Plot, Hanuman Mandir Rd, Beside Gokul Vrindavan, Dharampeth, Nagpur",True,21.1409684,79.0624344
408,Shreenathji Pav Bhaji Pulav ,"Pizzas,Snacks,Street Food,Indian",,250,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 69 SHOP NO S T 4 AND S T 8 DHARNIDHAR COMPLEX BAJAJ NAGAR CHOWK NAGPUR 440010 NO 99752319 , NAGPUR URBAN NAGPUR 1 (MAHARASHTRA) - 440010",True,21.1275893,79.0615901
409,LOC - Life Of Chai,"Beverages,Snacks,Street Food,Chinese",,200,Indora Square,Sadar,"PLOT NO. 697, SHOP NO. SGF-4, KARAMSHEEL HEIGHTS, DR. AMBEDKAR MARK, INDORA CHOWK, NAGPUR  440017",False,21.1729661,79.0795534
410,D FOOD MANIA 24,"Pizzas,Chinese,Italian",,200,Ayodhya Nagar,Ayodhya Nagar,"94/1, Raghuji Nagar, Nagpur, Maharashtra 440024, India",False,21.1205917,79.11011712375097
411,Shrikhandwala,"Desserts,Sweets",4.8,200,Nagpur,Pratap Nagar,"Vitthal Rukhmini Complex, Upper Floor, Laxmi Nagar Main Road, Opp. Ginger Garlic Restaurant, Nagpur - 440022",True,21.1137148,79.0567838
412,TDM The Delicious Mystery,"Fast Food,Beverages",,250,Sadar,Sadar,"PLOT NO. 697, SHOP NO. SGF-4, KARAMSHEEL HEIGHTS, DR. AMBEDKAR MARK, INDORA CHOWK, NAGPUR 440017",False,21.1729661,79.0795534
413,The Chocolate Room,"Pizzas,Snacks,Italian,Desserts,Beverages,Continental",3.9,300,Ravi nagar,Dharampeth,"PLOT NO.4-A,GURUSHANKAR APARTMENT,TILAK NAGAR,AMRAVATI ROAD,NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,21.1409684,79.0624344
414,Shree Srinivasa,South Indian,,150,Dharampeth,Dharampeth,"Shop no.15, Old Post office Raod, Gokulpeth Bazar, Gokulpeth Market, Dharampeth, Nagpur, Maharashtra 440010, India",True,21.1409684,79.0624344
415,Chaat Shaala,"Street Food,Snacks,Desserts,Beverages,Italian,Chinese",3.8,200,Ravi Nagar,Ravinagar,"Shop no 1,thakur apartment,tilak nagar square,amravati rd",True,,
416,Variety Foods,"Maharashtrian,North Indian,Desserts,Beverages",4.1,200,Vivekanand Nagar,"W High Court Road, Surendra Nagar","Plot Number 37, Devashish Apartment, W High Court Road, Surendra Nagar, Vivekanand Nagar, Nagpur",True,,
417,Ajit Bakery- Ajni Square,Bakery,4.4,250,Ajni,Wardha road,"4,Divadkar Complex,Wardha Road",False,21.124209,79.0743928
418,The Momo's Bar,Indian,,300,C A Road,Nandanvan,"PLOT NO 143 NEAR RAM BHANDAR MAIN NANDANWAN ROAD NANDANWAN,NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,21.1375622,79.1226825
419,P R BAKERS,"Pizzas,Fast Food,Chinese,Snacks",,200,Jaripatka,Jaripatka,"PLOT NO 31,NARA ROAD,BHIM CHOWK,NAGSEN NAGAR,NAGPUR",True,21.1886888,79.0918769
420,Taste Of Kerala And Co,"South Indian,Thalis,Kerala,Biryani,Snacks",4.1,200,Byramji Town,Sadar," Block No20 ,Ternament Bldg ,Jagat APT ,Bairamji Town Zone no.10. Mangalwari, Nagpur urban, Nagpur-1,Maharashtra-440013",False,21.1729661,79.0795534
421,Dahiya Momos (Bajaj Nagar),North Indian,4.4,200,Bajaj Nagar,Dharampeth,"PLOT NO 10, ABHYANKAR NAGAR NAGPUR",False,21.1409684,79.0624344
422,Mezbaan,"North Indian,Chinese,Biryani",3.4,400,Dharampeth,Dharampeth,"20, SHIVSHANKAR APARTMENT, SHANKAR NAGAR, NAGPUR- 440010, ZONE NO. 2- DHARAMPETH, NAGPUR(URBAN), NAGPUR, MAHARASHTRA- 440010",False,21.1409684,79.0624344
423,King of Momo's,North Indian,,250,Ayodhya Nagar,Ayodhya Nagar,"2, Somwaripeth, Nagpur, Maharashtra 440024, India",False,21.1205917,79.11011712375097
424,Eats And Treats,"Chinese,Pizzas,Indian,Beverages,Biryani",4.3,300,Nandanvan,Nandanvan,"Nandanvanam Main Rd, near Nirmal Bank, New Nandanvan Layout, Jawahar Nagar, Nandanvan, Nagpur, Maharashtra",True,21.1375622,79.1226825
425,GANESH POINT,"Indian,Chinese,Beverages",,200,Nandanvan,Nandanvan,"44 SAKKARDARA CHOWK .L, Nagar urban,, Nagpur-1 (Maharashtra),- 440009",True,21.1375622,79.1226825
426,JD's Dessert Boutique,"Bakery,Desserts,Sweets",4.3,250,Byramji Town,Sadar,"9, Achraj Retreat, Nelson Square, Sadar, Nagpur",False,21.1729661,79.0795534
427,FOOD BINGO,Snacks,,300,Itwari,Nandanvan,"HOUSE NO 420/5 BARAIPURA LALGANJ LAXMI VISHNU BUILDING NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,21.1375622,79.1226825
428,Annapurna Restaurants,"North Indian,South Indian,Chinese,Street Food,Desserts,Sweets,Beverages",4.1,500,Shashtri Nagar,CA road,"Ambedkar Chowk, CA Road, Nagpur",False,,
429,Gurpal Foods,"North Indian,Chinese,Kebabs,Seafood",3.7,300,Indora Chowk,Indora Chowk,"Kamal Bar & Restaurant, Indora Chowk, Nagpur",False,,
430,Goli Vada Pav - Chaprunagar Sq.,"Fast Food,Snacks,Street Food,Chinese,Beverages,Indian",3.8,100,Chaprunagar Square - Lakadganj,Lakadganj,"Chapru Lok Building, Lakadganj, Nagpur",True,,
431,The Waffle Boss Co.,"Desserts,Beverages",,400,Bajaj Nagar,Bajaj Nagar,"Shop 3, Plot 4, Raghokul Building, Central Bazar Road, Bajaj Nagar, Nagpur",True,21.1275893,79.0615901
432,MILKSHAKE HUB,Beverages,,200,ojas aahar,Mrunal restaurant,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,,
433,Crostino,"Italian,Fast Food,Beverages,Pastas,Desserts",3.7,300,C A Road,Nandanvan,"329/B, Sharda Chowk, Ganesh Nagar, Nandanvan, Nagpur",True,21.1375622,79.1226825
434,Kerala Kitchen,"South Indian,Indian,Biryani,Combo",,250,Sadar,Sadar,"1st floor Subham Apartment, Koradi Rd, Byramji Town, Nagpur, Maharashtra 440001",False,21.1729661,79.0795534
435,Toscana Cafe & Bistro,"Chinese,Continental,Italian,Asian,North Indian",,200,Ravi Nagar Square,Dharampeth,"A-4,Ground floor,Gurushankar Apartment ,Tilak Nagar. Amravti Road ,Nagpur:440010",False,21.1409684,79.0624344
436,Supr Baker,Bakery,3.8,400,Khare Town,Dharampeth,"shop no 9, ramdaspeth sq, dharampeth",True,21.1409684,79.0624344
437,FOOD MANIA 24,"Pizzas,Italian,Chinese",,300,Sitabuldi,Sitabuldi,QUARTER NO 94/1 SOMWARI QUARTER NAGPUR ZONE NO 5 HANUMANNAGAR URBAN  440009,False,21.1414478,79.0824843
438,RajKamal Mess & Restaurant,"North Indian,Thalis,Home Food",3.9,200,Gokulpeth,Ravi Nagar,"Plot No.80, Hill Road, Ramnagar, Ravi Nagar, Nagpur",False,21.1482706,79.0546679
439,Dairy Don Supreme Chat,"Chaat,Indian",,100,Dharampeth,Dharampeth,"LG-9, DAIRY DON, MADHU MADHAV TOWER, LAXMI BHAVAN SQURE, DHARAMPETH, NAGPUR-440010",False,21.1409684,79.0624344
440,Sultan Biryani,Biryani,,200,Dharampeth,Dharampeth,"Flat no 102, Satyam Apartment Canal road, Gokulpeth, Nagpur, Nagpur urban, Nagpur-1 (Maharashtra)",False,21.1409684,79.0624344
441,Venky's Chicken Xperience,"Snacks,Indian,Fast Food",,300,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 69, SHOP NO. SH-2, WEST HIGH COURT ROAD, Zone no.1, Laxminagar, Nagpur  440010",False,21.1275893,79.0615901
442,Dosa Planet,"Indian,Snacks,South Indian",,200,Dharampeth,Dharampeth,"Shop No. 3 & 4, Thakur Apartment, Plot No. 2 Tilak nagar, Ravi nagar, Amravati road, opp. University ground, Nagpur",False,21.1409684,79.0624344
443,THE SANDWICH BAR,"Fast Food,Pizzas,Burgers",,250,Wardhaman Nagar,Wardhaman Nagar,SHOP NO 06 SAI PLAZA APARTMENT NEAR KACCHI VISA BHAVAN LAKADGANJ ZONE NO 8 LAKADGANJ NAGPUR URBAN NAGPUR MAHARASHTRA,False,,
444,D FOOD MANIA,"Pizzas,Chinese,South Indian",,300,Sitabuldi,Sitabuldi,QUARTER NO 94/1 SOMWARI QUARTER NAGPUR ZONE NO 5 HANUMANNAGAR URBAN  440009,False,21.1414478,79.0824843
445,Babulal Ki Kachori,"Snacks,Chaat",4.0,150,Dharampeth,Dharampeth,"634 F/40, Shankar Nagar, Nagpur 440010",False,21.1409684,79.0624344
446,khake dekh,"Beverages,Indian,Snacks",,250,Bajaj Nagar,Bajaj Nagar,"180 BAJAJ NAGAR NEAR NBYS GROUND NAGPUR 440010, Zone no.1 -Laxminagar, Nagpur (Urban), Nagpur, Maharashtra - 440010",False,21.1275893,79.0615901
447,The Pizza Project,"Pizzas,Italian,Beverages",3.9,350,Khare Town,Bajaj Nagar,"MNC HSG.NO.251/2,PLOT NO.1,SWAPNIL RAJNI APARTMENT,SHOP NO.2 GROUND FLOOR,WHC ROAD,BESIDE CHAVHAN HA, Nagpur urban, Nagpur-1 (Maharashtra), - 440010",False,21.1275893,79.0615901
448,Grill The Sandwich World,"Pizzas,Burgers,Pastas,Fast Food,Beverages,Snacks",,250,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,21.1729661,79.0795534
449,China Express,"Biryani,Chinese,Continental",3.6,300,Mahal,Nandanvan,"388,old Bagadganj,Near NIT Hall,Nagpur",False,21.1375622,79.1226825
450,PLAN B BURGER BAR,"American,Fast Food,Beverages",4.2,800,Bajaj Nagar,Bajaj Nagar,"BURGER BAR,VEDANT PERIDOT,UPPER  GROUND FLOOR CENTRAL BAZAAR  ROAD,BAJAJ NAGAR, Nagpur urban, Nagpur-1,  Maharashtra-440027",False,21.1275893,79.0615901
451,Anna The Restaurant,"North Indian,Chinese,Biryani",4.0,400,Bajaj Nagar,Bajaj Nagar,"Plot 42, Central Bazar Road, Utakarsh, Bajaj Nagar, Nagpur",False,21.1275893,79.0615901
452,HARVEY'S BURGER,American,,400,Dharampeth,Dharampeth,107 RAVI BHAWAN SHANKAR NAGAR NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA,False,21.1409684,79.0624344
453,Brussel's Waffles,Indian,,300,Khare Town,Milton Sq.,"C/O Dairy Don, Madhu Madhav Tower, Dharampeth, Nagpur",True,,
454,Shahi Thaat Baat,Thalis,,200,Dharampeth,Dharampeth,"Flat no 102, Satyam Apartment Canal road, Gokulpeth, Nagpur, Nagpur urban, Nagpur-1 (Maharashtra)-440010",False,21.1409684,79.0624344
455,Tanjore - Enter the Deccan,"South Indian,Beverages",4.2,300,Bajaj Nagar,Bajaj Nagar,"Ground Floor, Pathak House, Abhyankar Nagar Road, Near VNIT, Bajaj Nagar, Nagpur,Bajaj Nagar,Nagpur",True,21.1275893,79.0615901
456,Mayura Chinese Fast Food & Juice,"Chinese,Fast Food",3.7,250,C A Road,Wardhaman Nagar,"Mayura fast food, 137 nandanvan main road nagpur opp Shravan hospital, Nagpur",True,,
457,Smokin Grills,Pizzas,,400,Laxminagar,Bajaj Nagar,"Plot 255/4, Ganesh Chambers, WHC Road, Laxminagar Square, Bajaj Nagar, Nagpur",False,21.1275893,79.0615901
458,CHAKNA KITCHEN,"Snacks,North Indian,Chinese",,300,Bajaj Nagar,Bajaj Nagar,BAJAJ NAGAR ROAD KAACHIPURA RAMDASAPETH NAGPUR MUNCIPAL CORPORATION ZONE 010 MANGALWARI NAGPUR MAHARASHTRA,False,21.1275893,79.0615901
459,BFOODALE,"Indian,Desserts",,100,Dharampeth,Dharampeth," Plot No.36,B-3,Sahyadri Flats, Cement Road, Shivaji Nagar,Nagpur -440010",False,21.1409684,79.0624344
460,Shri Bhojan,Indian,,350,Dharampeth,Dharampeth,"20, SHIVSHANKAR APARTMENT, SHANKAR NAGAR, NAGPUR- 440010, ZONE NO. 2- DHARAMPETH, NAGPUR(URBAN), NAGPUR, MAHARASHTRA- 440010",False,21.1409684,79.0624344
461,BHUKKAD,"Snacks,Maharashtrian",,100,Sadar,Jaripatka,"CIRCLE NO 15/21,NR MANDOVKAR HOSPITAL,IASHKARIBAGH,KAMAL CHOWK,NAGPUR,440017,ZONE NO 3,NEHARUNAGAR,NAGPURMAHARASHTRA",False,21.1886888,79.0918769
462,Bangali Babu Sandwich,Pizzas,3.8,200,Khare Town,Dharampeth,"Shop no1, madhu madhav tower, laxmi bhavan sq, near gokulpeth market , dharampeth , Nagpur",False,21.1409684,79.0624344
463,The Spice King Kitchen,"Chinese,Pastas,Indian",,300,Sadar,Sadar,"142, Bezonbagh, Nagpur, Maharashtra 440014, India",False,21.1729661,79.0795534
464,Smokin Burgers,Fast Food,,250,Bajaj Nagar,Bajaj Nagar,"255/4 SHREE GANESH CHAMBERS, Zone no.1 -Laxminagar, Nagpur 440022",False,21.1275893,79.0615901
465,Le Coquet,"Bakery,Desserts,Sweets",3.5,300,Dharampeth,Dharampeth,"Shop G5, Indu Yash Complex, Cement Road, Ram Nagar Square, Dharampeth Extension - 440010",False,21.1409684,79.0624344
466,Vintage Cafe,Fast Food,,300,Futala,Ravi Nagar,"Ganesh Tower, Bharat Nagar, Amravati Road, Near Ravi Nagar, Nagpur",True,21.1482706,79.0546679
467,Kareems,"Mughlai,North Indian,Indian,Tandoor,Kebabs,Seafood,Desserts,Beverages",4.0,300,Byramji Town,Sadar,"Ground Floor, Aman Lifestyle Nelson Square, Rajnagar, Sadar, Nagpur",False,21.1729661,79.0795534
468,Buland Darbar,"North Indian,Biryani,Indian,Kebabs,Mughlai,Tandoor,Chinese,Snacks,Fast Food,Beverages,Seafood,Lucknowi,Hyderabadi",4.0,200,Bajaj Nagar,Bajaj Nagar,"Plot 178, Near Basketball Ground, Bajaj Nagar, Nagpur, Maharashtra 440010, India",False,21.1275893,79.0615901
469,Pintu Saoji Restaurant,"Biryani,North Indian,Mughlai,Maharashtrian",3.6,400,Mahal,Wardhaman Nagar,"C.A. Road,Telephone Exchange Square, Juni Mangalwadi, Jaisao Wadi,Lakadganj, Nagpur",False,,
470,Momo G,Chinese,,100,Nandanvan,Nandanvan,near sbi atm nandnvan nagpur,False,21.1375622,79.1226825
471,The Green House - Health Cafe,"Healthy Food,Beverages",3.8,300,Dharampeth,Dharampeth,"468 Pacheriwala Bhavan,  N Bazar Rd, opposite  Kumar Bakery,  Gokulpeth, Nagpur,  Maharashtra 440010  Zone no.2 - Dharampeth  Nagpur urban Nagpur-1  Maharashtra-440010",True,21.1409684,79.0624344
472,The Grilled Station,"Fast Food,Pizzas,Beverages,Snacks",,200,Dharampeth,Dharampeth,"H NO 433 DHARAMPETH, Nagpur 440010",False,21.1409684,79.0624344
473,Italy Via Punjab,"North Indian,Italian,Beverages,Desserts,Seafood,Mughlai,Pastas",,750,Dharampeth,Dharampeth,"shop no. 105 & 106, 1st floor, swapnil rajni complex, shivaji nagar, dharampeth, Nagpur",False,21.1409684,79.0624344
474,CAFE 9 TO 9,"Beverages,Fast Food,Desserts",,299,Nandanvan,Nandanvan,PLOT NO 425 HOUSE NO 1064 ANAND NAGAR SANGAM TALKIES ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440024,True,21.1375622,79.1226825
475,UFO Fries & Corn,"Fast Food,Beverages,Snacks",4.1,280,Bajaj Nagar,Nagpur,PLOT NO 43 GROUND FLOOR SHOP BAJAJ NAGAR NEAR VNIT NAGPUR NAGPUR CITY MAHARASHTRA ZONE NO 1 LAXMINAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,21.1498134,79.0820556
476,Aaicha Swayampak Maharashtrian Restaurant,"Maharashtrian,Indian,Beverages,Combo",4.0,350,Wardha Road,Chatrapati Nagar,"4, Akshat Apartments, Chhatrapati Nagar, Doctors Colony, Nagpur",True,,
477,FIRST SIP,"Chinese,Beverages",,200,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,21.1205917,79.11011712375097
478,Hot Sandwiches,"Fast Food,Beverages",2.9,350,Mahal,Wardhaman Nagar,"Plot no 370,Garoba Maidan,Chhapru Nagar,Thakre Rickshaw Garage",True,,
479,SNACK BAR EXPRESS,"Italian,Continental",,200,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,21.1205917,79.11011712375097
480,The Pancake Story,"Bakery,Desserts,Fast Food,Beverages",4.5,300,Bajaj Nagar,Bajaj Nagar,"84 & 85, Pathak House, Abhyankar Nagar, Bajaj Nagar, Nagpur",False,21.1275893,79.0615901
481,CAFEANA CAFE STUDIO AND  LOUNGE,"Italian,American,Snacks,Beverages",,400,Nandanvan,Nandanvan,"PLOT NO.99/A, SHIVNAGAR, NEAR  SANGAM TALKIES, TIRANGAA SQUARE,  NAGPUR, Zone no.5-Hanumannagar,  Nagpur urban, Nagpur-1, Maharashtra -  440008",False,21.1375622,79.1226825
482,Cafe Continental,"Pizzas,Snacks,North Indian,Chinese,Desserts,Beverages",,200,Ayodhya Nagar,Ayodhya Nagar,"Shop No 3, Raj jyoti palace, kukde layout, rameshwari road, zone no.5- Hanumannagar, Nagpur-440027",False,21.1205917,79.11011712375097
483,We Feed More,Indian,4.3,200,LAXMI NAGAR,Dharampeth,275 Anant Kamal Complex Laxmi Nagar Nagpur 440022,False,21.1409684,79.0624344
484,Brewin Cafe,"Fast Food,Pastas,Snacks,Desserts,Beverages,Salads",,200,Dharampeth,Dharampeth,52A Laxminagar Nagpur 440022,False,21.1409684,79.0624344
485,Grameen Kulfi,"Ice Cream,Desserts",4.6,120,Chindwada,Achraj Towers Katol Road,"Shop No. G-301, Achraj Towers Katol Road, Chindwada Rd, Sadar, Nagpur, Maharashtra 440013",True,,
486,Venu Corner,"North Indian,Chinese,South Indian,Desserts",3.7,250,Rameshwari,Ayodhya Nagar,"Manewada Road, Bhoyar Layout, Ulhas Nagar, Rameshwari, Nagpur",False,21.1205917,79.11011712375097
487,Food Mohalla,"Fast Food,Italian,Pizzas,Desserts,Beverages,Continental,Snacks",3.0,300,Bajaj Nagar,Bajaj Nagar,"Plot no.8, Abhinav Sankul, Abhyankar Nagar Road, Nagpur",False,21.1275893,79.0615901
488,Aroma Cafe,"Pizzas,Pastas,Snacks,Beverages",,200,Nandanvan,nandanvan,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",True,21.1375622,79.1226825
489,Domchinoz,"Pizzas,Fast Food",,250,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,21.1729661,79.0795534
490,Goli Vada Pav No. 1- Manewada Road,"Maharashtrian,North Indian,Fast Food,Street Food",4.3,100,Rameshwari,Manewada,Jawahar nagar opp union bank Manewada road nagpur. Shop no.1. Goli vada pav. No.1,True,21.1085555,79.1035373
491,NAMASTE MEXICO,"Mexican,Beverages,Continental,Snacks",3.8,200,Nandanvan,Nandanvan,"454, ANAND NAGAR, TIRANGA CHOWK TOWARDS SAKARDARA POLICE STATION ROAD NAGPUR 	440009",True,21.1375622,79.1226825
492,INOX,Snacks,,400,Indora Chowk,Nagpur,"INOX Leisure Ltd., Jaswant Tuli Mall, Kamptee Road, Indora Chowk, Nagpur  440017",False,21.1498134,79.0820556
493,MR DELICIOUS,Chinese,,200,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,21.1205917,79.11011712375097
494,THE RINGER,"North Indian,Chinese",,250,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,21.1205917,79.11011712375097
495,Fresh Bakes,Bakery,,300,Dharampeth,Dharampeth,"GURUSHANKAR APARTMENTS, TILAK NAGAR, AMRAWATO ROAD, Nagpur 440010",False,21.1409684,79.0624344
496,FOOD MANIA,"Pizzas,Chinese,Snacks",,200,Sitabuldi,Sitabuldi,QUARTER NO 94/1 SOMWARI QUARTER NAGPUR ZONE NO 5 HANUMANNAGAR URBAN  440009,False,21.1414478,79.0824843
497,BANI'S KITCHEN,Beverages,,200,Kamptee,Kamptee,F NO 302 KARAMSHIL HIGHI AMBEDKAR MARG NAGPUR 441106,True,21.2170645,79.1964178
